貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2012-12-15 12:42:23+00:00,211037402285285_442615099127513,"Mayday五月天 ★ 諾亞方舟 | 明日重生
洛杉磯LA SPORTS ARENA體育館
空運全套裝備 Full Concert 完整呈現
登艦準備：
www.bin-music.com/tw/news631.html
www.youtube.com/watch?v=GhxpkODC-Vs
日本ライブより一足先に行われるのは、アメリカ、ロサンゼルスでのノアの方舟なんだ。今回の規模はアリ?ナクラスで、ロサンゼルスに誰か友達がいる？",,37321,2141
2012-12-15 08:31:28+00:00,211037402285285_442549435800746,"STAYREAL的推特跟門市都越來越熱鬧了，謝謝大家的支持，希望大家多幫我們加把勁，讓更多朋友知道吧！ :)

この頃、ステリアのツイッタ?と店頭が段々賑やかになってきた。皆さんサポ?トしてくれてありがとう。私達が建てたばかりのこのちっちゃい店を、もっと?援してくれたらと思う。もっと多くの友達に知らせようよ！

https://twitter.com/STAYREAL_Tokyo",,9611,159
2012-12-15 03:44:42+00:00,211037402285285_427572117316589,"午安，大家都選好了嗎？   

831 [最好的結局] http://youtu.be/9wmyHHbLZ08
魔幻力量 [天機] http://youtu.be/kz6fybUvGJM",五月天 阿信 shared their photo.,27781,353
2012-12-14 10:48:28+00:00,211037402285285_442156829173340,"諾亞方舟 明日重生  彩排日day5  
演唱會應該是藝術品。

五月天 阿信
facebook http://www.fb.com/ashin555
twitter https://twitter.com/ashin945",,44710,759
2012-12-13 11:27:24+00:00,211037402285285_441789329210090,"五月天 阿信：
雨，終於停了，但我早已... 。


? 2013/1/5 八三夭 831 暫別演唱會 ★ 倒數中
www.fb.com/band831tw",,37725,483
2012-12-12 09:40:00+00:00,211037402285285_471529379553006,"結束了巡迴演唱會一年多後，奶茶自己導演、編劇、演出、撰寫、剪輯了一部30分鐘的電影，出了一本書「愛情限量版」。

她總是這麼安安靜靜的，然後突然交出那麼好的作品。

? 她終於有臉書了。
www.facebook.com/pages/劉若英Rene/224079914390458?fref=ts",五月天 阿信 shared 劉若英 Rene Liu's photo.,26854,194
2012-12-12 04:41:41+00:00,211037402285285_183709701769520,"說「我正在想你啊」跟「我正在這則臉書留言給你啊」的人，通通不准午休，去走廊罰站！\ (￣～￣；)　

http://youtu.be/amv7CzCmHU0",五月天 阿信 shared their photo.,33230,612
2012-12-11 10:44:36+00:00,211037402285285_440988472623509,"餓了嗎？ 
小狗想吃麵，你想吃什麼？

五月天 阿信
facebook http://www.fb.com/ashin555
twitter https://twitter.com/ashin945",,59666,1082
2012-12-10 15:52:26+00:00,211037402285285_440684465987243,"五月天 阿信：
人生中有些快樂，就像剛炸好的薯條，
雖然有點小罪惡，但最好... 趁熱趕快享用。

? 半夜請不要轉貼這則，會對你的朋友產生不良影響。 

? 2013/1/5  八三夭 831 暫別演唱會 ★ 售票中
 www.fb.com/band831tw",,100680,3971
2012-12-09 11:06:56+00:00,211037402285285_440188546036835,"五月天 阿信：
你喜歡自拍嗎？你羨不羨慕小象？
( 但畫面下方都會有一條灰色鼻子... )

www.fb.com/band831
1/5 八三夭 831 台大體育館演唱會★開催中",,46382,941
2012-12-08 16:22:33+00:00,211037402285285_132144513608880,"這兩天，滿滿的工作工作工作，
打開臉書才發現，收到了好多人的祝福，
是什麼，讓我遇到 這 樣 的 你 們？
夜深人靜，感動震耳欲聾。 : )

http://youtu.be/quxxGscjZ4Q",五月天 阿信 shared their photo.,65870,868
2012-12-08 10:55:03+00:00,211037402285285_439742016081488,"你說：人生什麼階段 最值得期待？ 
我說：每一刻都是現在，每一秒都能精采。 

五月天 阿信
facebook http://www.fb.com/ashin555
twitter https://twitter.com/ashin945",,50273,2629
2012-12-07 17:38:15+00:00,211037402285285_424025000996185,"這次是八三夭版的「你要去哪裡」。
120秒精華版 ? http://youtu.be/9wmyHHbLZ08 
為這兩分鐘付出了8年光陰的你們。

2013/?/? 台大體育館 [最後?一擊] 暫別演唱會
? 7-11 ibon： http://goo.gl/ssIlM
? 網路購票：http://goo.gl/SPruh
? 12/8 中午12點開票
? www.fb.com/band831tw",,19167,656
2012-12-07 13:13:18+00:00,211037402285285_439404706115219,"小心感冒，以免鎖喉。

五月天 阿信
提醒你想提醒的人，要多加衣服喔。
www.facebook.com/ashin555",,48913,1982
2012-12-07 01:35:43+00:00,211037402285285_439620192759226,"早安！
不食人間煙火，只食人間烤肉，
麻辣火鍋 吃整鍋又好像沒吃過。

真會寫 (ˋ ▽ ˊ) 來寫歌詞吧：
不二良NO2GOOD 粉濕專業",五月天 阿信 shared 不二良No2Good's photo.,28838,282
2012-12-05 13:25:29+00:00,211037402285285_172822562863252,"這樣不行，最討厭被看扁扁的，
我想要澎澎鼓起來的。

http://tw.kkbox.com/star_schedule/index.php
我們還在這等你。",五月天 阿信 shared 五月天 瑪莎's post.,26636,287
2012-12-05 12:21:12+00:00,211037402285285_207238209412105,"五月天不可能會輸的，我已經在KKBOX了！
來吧！
http://tw.kkbox.com/star_schedule/index.php",五月天 阿信 shared their photo.,44819,645
2012-12-04 09:14:14+00:00,211037402285285_438113306244359,"最近在我的日文推特上，大家似乎很驚訝B'z與五月天有合作，(？!) 其實，怪獸與松本老師2005年就合照過了，只是 ...... 相機剛好就壞了，留下這張照片  ......。 ( 不是你的網路壞了 請不要笑... )

みんなが松本先生と五月天のコラボにすごくビックリしたみたいだ。?は、怪獸と松本先生は2005年の時に一緒に?真を撮ったことがある。ただ......デジカメがちょうど?れちゃってこの?真が……：（みんな思い切って笑ってもいいんだよ。）
mayday ashin's twitter：
https://twitter.com/ashin945

monster 五月天 怪獸 原文：
http://blog.sina.com.cn/s/blog_64cf9bdc0100hzfj.html",,40549,550
2012-12-03 12:06:39+00:00,211037402285285_437740029615020,"五月天 阿信：
當我和世界不一樣，
那就讓我不一樣。

2012倔強 ★ 鳥巢20萬人彩虹版
http://youtu.be/puv9Lghq4Rc?hd=1",,45418,1518
2012-12-02 16:23:43+00:00,211037402285285_376874025740368,"晚安，
這個週末你過得好嗎？
醒來以後，又是新的一週了，
新的自己，新的心情，新的人生。
新的你。",五月天 阿信 shared their photo.,50351,1552
2012-12-02 10:06:37+00:00,211037402285285_437316529657370,"五月天 阿信：
如果貓會修電腦，
會不會很多女孩  連男朋友都不要了？

嚴爵（Yen-j）：爵式人生：暫時的男朋友。
http://youtu.be/88m2XdyGXRY?hd=1",,116925,2602
2012-12-01 08:10:16+00:00,211037402285285_474376279280718,"下午茶時間， ╮(╯ 3╰)╭
但辦公室茶水間只有空盒，為什麼？",五月天 阿信 shared STAYREAL's photo.,29359,189
2012-12-01 05:38:18+00:00,211037402285285_308566772591366,"嚴爵弟弟，... 你學壞了。

請大家加 嚴爵（Yen-j）：爵式人生 讚，
一起監督他乖乖。
★ www.facebook.com/yenj423",五月天 阿信 shared Yen-j's photo.,30685,244
2012-11-30 04:39:18+00:00,211037402285285_119413441553049,"別讓霸凌者決定你的價值，
相信自己。 : )",五月天 阿信 shared their photo.,42710,1332
2012-11-29 14:15:55+00:00,211037402285285_436278593094497,"五月天 阿信：
雖然我沒有竹蜻蜓，
但我依然有一顆想飛的心。 : )

去挑戰你想挑戰的吧。
www.facebook.com/ashin555",,58263,1838
2012-11-28 14:50:03+00:00,211037402285285_435933163129040,"1997 他貢獻他的臥室變成練團室，
1999 在921地震後跟石頭衝到埔里災區當了兩週義工，
2001 他用一杯啤酒讓GLAY的團長為我們跨刀，
2003 邊照顧重病的媽媽而且完成時光機專輯，
2011 他又讓B'z在五月天專輯裡精采演奏，
2012 他為了五團演唱會實現而奔走。

我很確定，沒有他就沒有五月天，他是畫面上開嘴笑的人，他有說不完的精采事蹟，他是一個會把你當親兄弟的傢伙，他是工作捲起袖子累了喝口啤酒的實踐家，今天是他的生日，他是五月天的團長與吉他手怪獸。

photo by 五月天 阿信 . 2001
www.facebook.com/monster531
這是他的臉書，你知道該怎麼做了。",,138613,3222
2012-11-28 12:00:21+00:00,211037402285285_380800252004203,"美國的28號晚了一天，
所以是11/29早上11點噢！
https://plus.google.com/u/1/+五月天阿信/posts",五月天 阿信 shared their photo.,43821,856
2012-11-26 15:23:31+00:00,211037402285285_135089623309003,11.26 午夜前的圖片攻擊。,五月天 阿信 shared StayReal Caf?'s photo.,35622,589
2012-11-26 11:21:35+00:00,211037402285285_435146833207673,"五月天 阿信： 
星期一其實很可憐... ，
星期日不讓他一起玩，星期二又逼他走前面。

大家，不要再討厭星期一了好不？
http://youtu.be/puv9Lghq4Rc?hd=1
聽首 Mayday五月天 吧。 : )",,67858,3886
2012-11-25 12:55:35+00:00,211037402285285_434809629908060,"五月天 阿信：
就算是平凡的像工具一樣的自己，
也總有機會變成電影般精采的一生。

給所有努力但還沒入圍，
入圍但沒還沒得獎的電影人。
www.facebook.com/ashin555",,41514,820
2012-11-25 01:28:46+00:00,211037402285285_411838058887614,"2012年的五月天行程就跟這支廣告一樣，走跳全世界 ！ 

ps：相同的段落秒數，拍攝時間大不同：冠佑30秒，莎、石、信30分鐘，怪獸...... 





...
3小時。 ╮(╯▽╰)╭",五月天 阿信 shared ROCKCOCO's video.,37115,813
2012-11-24 13:31:14+00:00,211037402285285_434478443274512,"photo & words by  五月天 阿信

是華研人誠哥傳來的一通簡訊：
「阿信， S.H.E 想請你寫一首叫做 [花又開好了] 的歌。」

於是，我與這三個女生的故事，又接上了。

曾經我悲觀的怕著那是我最後一次製作她們的歌...。
當時，正是SHERO配唱工作的最後一天，她們三人熟練著推敲著和聲，拿著鉛筆在紙上，把簡譜塗來畫去。

她們編寫聲部、視譜、音感的能力都非常強，於是工作在製作人很輕鬆甚至享受的狀況下完成了。最後，HEBE正督導 (?) 著調皮的ELLA補唱低音和聲部，SELINA要去參加一個喜宴，找了休息室的地上化著妝。

在一片打鬧與笑語中，我送走了她們。看著她們的背影，心想沒有人可以抵抗她們討人喜愛的真誠為人與個性。

-----------------------

開始寫「花又開好了」，我一直很難進入狀況，因為中間經歷了太多事，太多等待，太多期盼，而我又在巡迴的最密集期。於是我在沒有頭緒的狀況下，把PTT、百度、華研...等的SHE討論區看了一遍又一遍，甚至快把SELINA在雜誌寫的專欄背起來了。

最感動我的，是一位媽媽的文章，SHE串起了她與先生、女兒的心靈。在SHE沒有作品的這兩年，他們甚至一度失去了共同的話題。

我深深感受到，SHE的生命已經不只屬於她們三個女孩，而是無數男孩與女孩成長的故事。

-----------------------

花又開好了demo原曲，是一首篇幅很短的舞曲，要在這麼短的字數裡寫下那麼多的心情，真的是很大的挑戰，於是我嘗試把十年來陪伴大家成長的歌曲，寫進詞中，呼應「花又開好了」承接「花開好了」一開始設定好的命題。

嘿。

「看一場電影  主角是自己  倒放著人生的縮影，」
「唱一首歌  主角是自己  當時你人生在哪裡？」

如果說流行歌是保存回憶的膠囊，
那麼這首歌裡，儲藏著很多時光膠囊，讓你一首一首打開。

經歷過那麼多的事情後，SHE回來了，
花又開好了，故事，
可以繼續了。

-----------------------

花.又開好了
http://youtu.be/XWWE01Sbg08?hd=1

   終於思念的人相聚 終於所有的傷痊癒
   花又開好了 終於 心又長滿了 勇氣

看一場電影 主角是自己 倒放著人生的縮影
回憶是天賦 也是種天敵 讓眼淚 無盡

不想長大曾經 回不去的光陰 誰帶我到陌生的境地
蒸發一顆淚滴 需要多少嘆息 誰懂我
SHERO TO ZERO

   落入最孤單的決堤 我一次一次想放棄
   花又開好的 可能 或許不存在 機率

      走過最絕望的崎嶇 我一次一次問自己
      花又開好的 那天 還有多遙遠 距離

唱一首歌 主角是自己 當時你人生在哪裡
那年搬進 女生宿舍裡 從此笑和淚都有你

闖進一座雨林 奇幻旅程有你 新的世界才學會美麗
當惡夢都過去 睜開眼睛是你 在等我
ZERO TO TOMORROW

   終於思念的人相聚 終於所有的傷痊癒
   花又開好了 終於 心又長滿了 勇氣

      如果你陪我走下去 那麼我沒藉口放棄
      花又開好了 已經 天又湛藍了 風景


ashin's twitter:
https://twitter.com/ashin945

ashin's G+
https://plus.google.com/+五月天阿信",,68413,2997
2012-11-23 15:56:11+00:00,211037402285285_495803443787220,"你的黑夜是我的白天，當我醒時你正要入睡，
午安阿信，晚安，你。 : )",五月天 阿信 shared their photo.,29883,524
2012-11-23 13:47:01+00:00,211037402285285_374593245963299,我才到美國一趟，竟然......  '' (￣﹁￣),五月天 阿信 shared StayReal Caf?'s photo.,41946,468
2012-11-22 18:45:28+00:00,211037402285285_406956366042181,"再一場 Just Rock It !
半夜還沒睡覺的請用心靈一起搖滾好不？ go！",五月天 阿信 shared their photo.,39918,369
2012-11-22 12:18:01+00:00,211037402285285_433714756684214,"五月天 阿信：
收到不適合的禮物，你還是會心懷感激嗎？...

感恩節快樂！
http://youtu.be/qX2GsMj7154?hd=1
說出一直沒說對你的感謝。 : )",,44853,1135
2012-11-22 10:09:01+00:00,211037402285285_433685606687129,"五月天 阿信
(???人)? Just Rock It !   
With  Mayday五月天 .

11/28 華人第一次
Google Live 線上演唱會 倒數中
https://plus.google.com/u/0/+五月天阿信/posts
Pic from Baboo ＠必應創造 B'in Live",,34713,720
2012-11-20 18:51:09+00:00,211037402285285_498881420144497,小狗長突然那麼大了?   ＼(☆_☆) ,五月天 阿信 shared STAYREAL's photo.,33279,407
2012-11-19 14:13:24+00:00,211037402285285_432572156798474,"五月天 阿信：
你確定所有沒有嘴巴的貓，都是kitty貓嗎？

★11/22 mayday 美國大西洋城 Just Rock It ! 演唱會
www.facebook.com/ashin555",,53415,1548
2012-11-19 04:35:44+00:00,211037402285285_463966850315689,"當時，我們都還是單細胞。

我們都曾經做過某些人的腦殘粉，小虎隊、王傑、伍佰、披頭四、... 不顧一切，只管愛。 即使今日，只要音樂一下，我還是回到腦殘單細胞的單純心情，那是人生中最快樂而珍貴的過程。 : ) 

ps: 別忘了給 嚴爵（Yen-j）：爵式人生 一個讚好不？",五月天 阿信 shared Yen-j's photo.,34979,221
2012-11-18 07:38:53+00:00,211037402285285_378831075531372,"寫一首歌，就像在紙上扮演一次
夏洛克.福爾摩斯，在疑雲重重的現實中
找出打動人心的線索。  ",五月天 阿信 shared their photo.,72993,982
2012-11-18 04:37:01+00:00,211037402285285_432044436851246,"五月天 阿信：
你覺得我看起來精神怎麼樣？

www.facebook.com/ashin555",,32840,486
2012-11-17 16:58:52+00:00,211037402285285_431850546870635,"五月天 阿信：
祝 你 好 夢 。   :)",,154663,2968
2012-11-17 06:11:28+00:00,211037402285285_389315051142775,今天我會繼續加油！,五月天 阿信 shared their photo.,50089,859
2012-11-16 15:24:07+00:00,211037402285285_431472660241757,"五月天 阿信：
兩隻不友善的恐龍，終究是無法擁抱的。
給她/他一個擁抱吧。 :)

乾杯
http://youtu.be/qX2GsMj7154?hd=1",,52287,1223
2012-11-15 07:29:31+00:00,211037402285285_295750923860031,因為... 她要幫小朋友守護秘密。,五月天 阿信 shared 于卉喬's post.,56435,361
2012-11-15 07:22:55+00:00,211037402285285_431012793621077,"五月天到香港了，
但我的靈魂還沒到，等我一下，晚上見。  :) 

photo by 五月天 阿信
南方小羊牧場 今天也到香港了 看電影去！
www.facebook.com/ashin555",,48480,525
2012-11-15 00:17:13+00:00,211037402285285_430909280298095,轉播最新進度：0% ，早安。 ＝_＝ z z z,,51709,137
2012-11-14 16:35:22+00:00,211037402285285_202577736544427,"結束最後一個通告，洗完澡，
繼續在黑夜裡創造自己的光明。 :)",五月天 阿信 shared their photo.,44577,759
2012-11-14 12:44:45+00:00,211037402285285_430712256984464,"五月天 阿信：
回家的路上，與每一盞路燈的光影嬉戲吧。
你的每一天，應該活得更有感覺。 :)

www.facebook.com/ashin555",,44286,1078
2012-11-13 23:29:39+00:00,211037402285285_430519537003736,晨光照在還沒完成的原稿上，虛擲的黑夜是我熟悉的場景。早安，小傢伙們。,,69038,240
2012-11-13 11:51:06+00:00,211037402285285_430330517022638,"五月天 阿信：
有些人跑很快，為了得到榮耀。
但有些人跑很快，只是為了......。

你為了什麼要跑很快？
http://www.facebook.com/ashin555",,64218,3031
2012-11-12 10:54:09+00:00,211037402285285_465831110129433,"下排中間那個真的...... 很強烈的違和感。
 (￣?￣〃) b ...",五月天 阿信 shared STAYREAL's photo.,33426,903
2012-11-12 05:49:14+00:00,211037402285285_429907963731560,"五月天 阿信：
NOW HERE！音樂帶我們走向全世界。
五月天google+美國總部 [全球發聲] 演唱會
行前記者會live直播!
http://www.youtube.com/binmusictaipei",,31806,570
2012-11-11 13:01:09+00:00,211037402285285_429634187092271,"五月天 阿信：
你有沒有覺得，上班上課度日如年，
但週末的時光，又好像長了腳？

你覺得呢？
http://youtu.be/qX2GsMj7154?hd=1
來聽一次乾杯吧。 :)",,62985,1724
2012-11-11 06:01:43+00:00,211037402285285_227770944019554,"獻給那些曾穿梭在南陽街裡，
周旋在課本、考卷、參考書裡的靈魂，
南方小羊牧場，加油。 :)",五月天 阿信 shared 柯震東 Kai Ko's photo.,43182,312
2012-11-10 16:58:59+00:00,211037402285285_429351577120532,"今天把諾亞方舟開到地理課本上才了解到的地方，
謝謝你們，星星們。 :)   

11/15 香港軒尼詩之夜 ? 11/22 美國大西洋城 ? 
11/28 Youtube美國總部直播live ? 
12/8 福州諾亞方舟 ?  

詳情：相信音樂
http://www.facebook.com/ibinmusic",,42844,584
2012-11-10 11:12:54+00:00,211037402285285_429249353797421,"五月天 阿信：
╮(╯▽╰)╭  這樣回答沒錯吧 ？

一首倔強可以聽多久 ？
http://youtu.be/R2s-H_crYkc 倔強MV",,166993,1963
2012-11-10 01:35:29+00:00,211037402285285_214874285312424,早安，吃搖滾早餐了沒？ ,五月天 阿信 shared their photo.,43788,782
2012-11-09 15:36:34+00:00,211037402285285_454995764535743,"晚安，繼續聽音樂。 :)  

聽說 八三夭 831 1月就要解散當兵了？",五月天 阿信 shared their photo.,57220,651
2012-11-09 14:14:15+00:00,211037402285285_428933060495717,"五月天 阿信：
不過有時候，再多唸一點點書就要吐了，
那麼，聽一首歌，讓自己休息一下吧。 :) 

我不願讓你一個人
http://youtu.be/38lcQsEMGrk?hd=1",,53660,1775
2012-11-08 16:10:35+00:00,211037402285285_428609237194766,"五月天 阿信：
一本好書，
就像在黑暗中   為你開了一扇有藍天的窗。

www.facebook.com/ashin555",,50054,1297
2012-11-08 09:56:05+00:00,211037402285285_484661421565970,餓了耶，你呢？,五月天 阿信 shared their photo.,46148,1652
2012-11-07 14:30:55+00:00,211037402285285_428211630567860,"寫一首歌，就像在紙上扮演一次夏洛克.福爾摩斯，在疑雲重重的現實中找出打動人心的線索。  

福爾. 摩斯
曲 蕭敬騰 ｜ 詞 阿信

你鼻樑上有眼鏡印子  你手指沾上墨漬
你拿著放大鏡像好奇孩子
所有的  證據都  都說明了 
你剛剛看完一份精彩的八卦報紙
推理  偵查   剝繭  抽絲    
推理  偵查   福爾  摩斯

他在紅線上停了車子  他挽妹逛了夜市
他是個放浪不羈搖滾浪子  
全城的  狗仔都  各就位置
堅持把最新線索給各位福爾摩斯
全城  熱愛   追查  真實  
全民  扮演   福爾  摩斯

   我們都崇拜   所以更寵愛   從不  更改
   我們都孤單   所以更依賴   還要  更愛

他戴上英國偵探帽子  叼煙斗喬裝紳士
追查著是誰謀殺他的隱私
是你嗎  是我嗎  或者都是
所有報紙電視雜誌都缺聳動句子
愛恨  情仇   精神  糧食   
愛恨  情仇   福爾  摩斯

名媛們買了新的首飾 而地球變成溫室
陌生的事情我們習慣漠視
當價錢  和價值  調換位置
讓知的權力變成新世界一道聖旨
怎麼  選擇   價格  價值
怎麼  辦呢   福爾  摩斯

   我們都崇拜   所以更寵愛   從不  更改
   我們都孤單   所以更依賴   還要  更愛



阿信. 臉書
www.facebook.com/ashin555",,112655,4673
2012-11-06 16:23:52+00:00,211037402285285_519604614719487,"事情... 就是這樣的：
https://plus.google.com/u/1/115853687516887974413/posts/Mt7ZZoG6vLo",,18908,234
2012-11-06 10:53:29+00:00,211037402285285_427783413944015,"五月天 阿信：
其實... 我們有很多共通點的。

www.facebook.com/ashin555",,64874,1264
2012-11-05 11:49:44+00:00,211037402285285_427445593977797,"五月天 阿信：
我們本是散落的碎片，直到我們聚合為一... 。

StayReal dreams 上海 倒數4天
->? www.istayreal.com/tw/news/551
史上身價最高導覽員- 蔡康永 ? 一克拉的夢想",,38236,1066
2012-11-05 09:31:40+00:00,211037402285285_438613646197512,:3 各位貓嘴大軍，請在我的留言下練習！,五月天 阿信 shared STAYREAL's photo.,32503,534
2012-11-04 15:17:51+00:00,211037402285285_384899774924144,晚安，明天你會很幸運。  :),五月天 阿信 shared their photo.,68871,2895
2012-11-04 06:00:43+00:00,211037402285285_427039087351781,"五月天 阿信：
大家千萬不要轉貼這則臉書啊！  (|||╯Д╰)"" 

羅主任千萬別看到啊！
www.facebook.com/ashin555",,119970,3920
2012-11-03 15:45:46+00:00,211037402285285_301981979910126,"今天長沙 [諾亞方舟]，唱得不夠過癮，
換你們在家上youtube幫我接力！
( ? ▽ ` )? GO!
http://www.facebook.com/l.php?u=http%3A%2F%2Fwww.youtube.com%2Fplaylist%3Flist%3DPL9C2818276B0B3FC0&h=wAQGnO8tI&s=1",五月天 阿信 shared 五月天 Mayday's photo.,34495,581
2012-11-03 08:50:06+00:00,211037402285285_426714944050862,"五月天 阿信：
準備好如何慶祝萬聖節，才發現萬聖節早過了。
計畫好怎麼揮霍青春了，才發現牙齒都掉了。 ...

ハロウィンの準備ができたのに、?づけば過ぎてしまっていた。 青春を思い存分謳歌する計?を立てたが、?がつけば自分の?が?け落ちてしまった。...

facebook https://www.fb.com/ashin555
twitter https://twitter.com/ashin945",,72628,1688
2012-11-02 21:43:30+00:00,211037402285285_426568294065527,突然醒在破曉前的黑暗裡，好像全世界只剩下一個人。,,93752,611
2012-11-02 13:10:41+00:00,211037402285285_162734480535196,(???人)?黑武士，我越來越喜歡你了！（害羞）,五月天 阿信 shared STAYREAL's photo.,32733,343
2012-11-01 16:00:07+00:00,211037402285285_380825548664498,"剛開完會，又用完了一天，先來跟大家說  晚安安！
",五月天 阿信 shared their photo.,36085,629
2012-11-01 13:43:16+00:00,211037402285285_426063614115995,"五月天 阿信：
我的偶像
星際大戰黑武士...加入迪士尼家族！",五月天 阿信 updated their cover photo.,36986,322
2012-10-31 15:23:44+00:00,211037402285285_401770946562283,"今天去買一瓶飲料，店員一次給我五根吸管。
我是不是在吸管蒐集界出名了？",五月天 阿信 shared their photo.,78755,946
2012-10-31 08:39:14+00:00,211037402285285_387494741325023,我可以只買那隻貓嗎？  (?ω?)ノ,五月天 阿信 shared STAYREAL's photo.,58336,591
2012-10-30 15:06:55+00:00,211037402285285_425360887519601,"五月天 阿信：
有時候，人就是要像一枚砲彈，
只管衝出去，不要想太多。

咻碰！
http://youtu.be/2WWdeIqK6c0?hd=1",,84642,6160
2012-10-29 09:52:08+00:00,211037402285285_424890387566651,"五月天 阿信：
面對困難，
NEVER ""SAY"" NEVER 絕不說絕不！

www.facebook.com/ashin555",,40971,1705
2012-10-28 08:45:51+00:00,211037402285285_424452617610428,"台北微雨，
誰可以寄一點藍天白雲給我？  ^u^

五月天 阿信 
www.facebook.com/ashin555",,50755,736
2012-10-28 06:20:25+00:00,211037402285285_462846467100796,"雖然是據說是謠言，
不過，還把你固定在我的臉書畫面上，
讓你跑不掉！   <(￣︶￣)>  啪啪
www.facebook.com/iSTAYREAL",五月天 阿信 shared STAYREAL's photo.,23378,148
2012-10-27 15:24:59+00:00,211037402285285_424191627636527,"五月天 阿信：
你怎麼知道不會是你跟我們一起去美國？！

帶你一起去。
華人史上第一次 ｜ 和五月天一起掀翻Google總部
https://plus.google.com/u/0/115853687516887974413/posts/JydfzqAJoQs",,77769,1124
2012-10-27 06:51:08+00:00,211037402285285_424063050982718,"五月天 阿信：
這是一篇很有感覺的留言。

www.facebook.com/ashin555",,269751,5536
2012-10-26 12:51:33+00:00,211037402285285_440729729309058,"[新世紀福音戰士] 從很久以前就沈迷的一部作品，龐大陰鬱的故事脈絡，加上很獨特的角色性格。 合作初期EVA官方找上STAYREAL的時候難以置信的激動啊。 ( OДO)?
",五月天 阿信 shared STAYREAL's photo.,20914,462
2012-10-26 10:19:02+00:00,211037402285285_423740557681634,"五月天 阿信：
誰說鼻子長   一定是愛說謊？
象寶寶天生  就是鼻子長......。

你的鼻子長不長？
www.facebook.com/ashin555",,41371,705
2012-10-25 11:40:22+00:00,211037402285285_423385934383763,"五月天 阿信：
說到耍白痴，我一定超級認真的啊！

有bear來！！！ O_O
www.facebook.com/ashin555",,54946,2201
2012-10-24 13:42:13+00:00,211037402285285_423075281081495,"五月天 阿信：
你 可 以 據 地 為 王 ，但 不 要 畫 地 自 限 ！

相信自己
www.facebook.com/ashin555",,61470,2405
2012-10-24 03:39:38+00:00,211037402285285_459335147449990,"午安， (◎_◎)/
和我一樣沒睡飽的熊貓，舉手答又一下。",五月天 阿信 shared their photo.,49239,1279
2012-10-23 13:44:07+00:00,211037402285285_422698891119134,"五月天 阿信：
夜襲上海 StayReal 一克拉的夢想展！
你最近的夢想是什麼？

偷看展場：
http://t.cn/zlMYhaD",,50821,667
2012-10-22 17:15:34+00:00,211037402285285_422395617816128,"五月天 阿信：
凌晨一點  五月天依然拍汽車廣告中，
你們要睡了，還是睡醒了？

Mayday五月天
www.facebook.com/imayday555",,95930,1106
2012-10-22 14:45:26+00:00,211037402285285_422348431154180,"五月天 阿信：
[ 終於. 思念的人相聚 .  終於. 所有的傷痊癒 ...  ]
終於2年8個月後， SHERO 們回來了。

S.H.E 花又開好了  作詞｜阿信. 南瓜
http://youtu.be/U72yZxpYHhU?hd=1",,77672,2103
2012-10-22 13:13:04+00:00,211037402285285_422317464490610,"五月天 阿信 ：
你也可以像蜷川實花一樣強了，沒錯 。( ‧? _ ‧? )

photo by ashin with 蜷川?花 APP
[ more... ]  蜷川?花 x 阿信 |天堂| 寫真書  
http://www.istayreal.com/blog/search.asp?kw=%BBl%A4t

https://twitter.com/ashin945",,31194,406
2012-10-21 13:16:17+00:00,211037402285285_421947067860983,"五月天 阿信：
休息了一個週末，給自己一個新的表情，
明天，作一隻充滿衝勁的憤怒鳥！

＊有信心的來喊一聲又！
www.facebook.com/ashin555",,48186,1549
2012-10-20 13:43:04+00:00,211037402285285_421477311241292,"五月天 阿信：
被發現了！( O ? O )  
你們要來玩嗎？  

www.facebook.com/ashin555",五月天 阿信 added a new photo.,73971,864
2012-10-20 06:00:59+00:00,211037402285285_421363394586017,"五月天 阿信：
這是哪裡的停車場？
有沒有人知道？
www.facebook.com/ashin555",五月天 阿信 added a new photo.,40555,611
2012-10-19 15:54:45+00:00,211037402285285_166768526795817,晚安，一起早點睡好不好？  :),五月天 阿信 shared their photo.,79078,1118
2012-10-19 10:45:57+00:00,211037402285285_421056191283404,"五月天 阿信：
誰說一塊磚不能變成一座長城？

www.facebook.com/ashin555",,41458,797
2012-10-18 17:29:52+00:00,211037402285285_420813487974341,五月天 阿信 與 你。,五月天 阿信 updated their cover photo.,118550,2210
2012-10-18 15:30:15+00:00,211037402285285_420773194645037,"五月天 阿信：
晚安，讓好夢帶著你飛。 :) 

www.facebook.com/ashin555",,49717,1280
2012-10-18 15:21:42+00:00,211037402285285_541957019152185,半夜一點的演唱會，美國見。  :),五月天 阿信 shared Meet Me In New York's photo.,49046,828
2012-10-18 02:34:56+00:00,211037402285285_473834492639415,早安，你今天好嗎？ :),五月天 阿信 shared their photo.,36544,1183
2012-10-17 09:50:30+00:00,211037402285285_420338411355182,"五月天 阿信：
StayReal一克拉的夢想 上海場 還有整整一個月，
除了我、不二良、聶永真 都有新作展出，
還想知道新加入的 康永哥＆童夢 的展出內容嗎？：
http://www.istayreal.com/blog/blogsub.asp?id=527",,42095,603
2012-10-16 15:01:24+00:00,211037402285285_434499486587378,晚安，好夢。 <3,五月天 阿信 shared STAYREAL's photo.,50884,1093
